name,type,value,date
"约旦","JO","1","2020-03-11"
"日本","JP","628","2020-03-11"
"柬埔寨","KH","3","2020-03-11"
"韩国","KR","7755","2020-03-11"
"科威特","KW","72","2020-03-11"
"黎巴嫩","LB","59","2020-03-11"
"列支敦士登","LI","1","2020-03-11"
"斯里兰卡","LK","2","2020-03-11"
"立陶宛","LT","3","2020-03-11"
"卢森堡","LU","5","2020-03-11"
"拉脱维亚","LV","10","2020-03-11"
"摩洛哥","MA","5","2020-03-11"
"摩纳哥","MC","1","2020-03-11"
"摩尔多瓦","MD","1","2020-03-11"
"北马其顿","MK","7","2020-03-11"
"马提尼克","MQ","2","2020-03-11"
"马耳他","MT","6","2020-03-11"
"马尔代夫","MV","6","2020-03-11"
"墨西哥","MX","7","2020-03-11"
"马来西亚","MY","149","2020-03-11"
"尼日利亚","NG","2","2020-03-11"
"荷兰","NL","503","2020-03-11"
"挪威","NO","436","2020-03-11"
"尼泊尔","NP","1","2020-03-11"
"新西兰","NZ","5","2020-03-11"
"阿曼","OM","18","2020-03-11"
"巴拿马","PA","8","2020-03-11"
"秘鲁","PE","11","2020-03-11"
"菲律宾","PH","49","2020-03-11"
"巴基斯坦","PK","20","2020-03-11"
"波兰","PL","25","2020-03-11"
"巴勒斯坦","PS","30","2020-03-11"
"葡萄牙","PT","59","2020-03-11"
"巴拉圭","PY","2","2020-03-11"
"卡塔尔","QA","24","2020-03-11"
"留尼汪","RE","1","2020-03-11"
"罗马尼亚","RO","31","2020-03-11"
"塞尔维亚","RS","12","2020-03-11"
"俄罗斯","RU","20","2020-03-11"
"沙特阿拉伯","SA","21","2020-03-11"
"瑞典","SE","473","2020-03-11"
"新加坡","SG","178","2020-03-11"
"斯洛文尼亚","SI","47","2020-03-11"
"斯洛伐克","SK","7","2020-03-11"
"圣马力诺","SM","62","2020-03-11"
"塞内加尔","SN","4","2020-03-11"
"多哥","TG","1","2020-03-11"
"泰国","TH","59","2020-03-11"
"突尼斯","TN","5","2020-03-11"
"土耳其","TR","1","2020-03-11"
"乌克兰","UA","1","2020-03-11"
"美国","US","1004","2020-03-11"
"梵蒂冈","VA","1","2020-03-11"
"越南","VN","38","2020-03-11"
"南非","ZA","13","2020-03-11"
"钻石公主号邮轮",,"712","2020-03-12"
"安道尔","AD","1","2020-03-12"
"阿联酋","AE","85","2020-03-12"
"阿富汗","AF","7","2020-03-12"
"阿尔巴尼亚","AL","15","2020-03-12"
"亚美尼亚","AM","4","2020-03-12"
"阿根廷","AR","21","2020-03-12"
"奥地利","AT","302","2020-03-12"
"澳大利亚","AU","159","2020-03-12"
"阿塞拜疆","AZ","15","2020-03-12"
"孟加拉国","BD","3","2020-03-12"
"比利时","BE","399","2020-03-12"
"布基纳法索","BF","2","2020-03-12"
"保加利亚","BG","10","2020-03-12"
"巴林","BH","195","2020-03-12"
"圣巴泰勒米","BL","1","2020-03-12"
"文莱","BN","25","2020-03-12"
"玻利维亚","BO","2","2020-03-12"
"巴西","BR","52","2020-03-12"
"不丹","BT","1","2020-03-12"
"白俄罗斯","BY","12","2020-03-12"
"加拿大","CA","117","2020-03-12"
"刚果（金）","CD","1","2020-03-12"
"瑞士","CH","815","2020-03-12"
"科特迪瓦","CI","1","2020-03-12"
"智利","CL","23","2020-03-12"
"喀麦隆","CM","2","2020-03-12"
"中国","CN","81003","2020-03-12"
"哥伦比亚","CO","9","2020-03-12"
"哥斯达黎加","CR","22","2020-03-12"
"古巴","CU","3","2020-03-12"
"塞浦路斯","CY","6","2020-03-12"
"捷克","CZ","94","2020-03-12"
"德国","DE","2078","2020-03-12"
"丹麦","DK","617","2020-03-12"
"多米尼加","DO","5","2020-03-12"
"阿尔及利亚","DZ","25","2020-03-12"
"厄瓜多尔","EC","17","2020-03-12"
"爱沙尼亚","EE","16","2020-03-12"
"埃及","EG","67","2020-03-12"
"西班牙","ES","2968","2020-03-12"
"芬兰","FI","65","2020-03-12"
"法罗群岛","FO","2","2020-03-12"
"法国","FR","2284","2020-03-12"
"英国","GB","590","2020-03-12"
"格鲁吉亚","GE","24","2020-03-12"
"法属圭亚那","GF","5","2020-03-12"
"直布罗陀","GI","1","2020-03-12"
"希腊","GR","99","2020-03-12"
"洪都拉斯","HN","2","2020-03-12"
"克罗地亚","HR","19","2020-03-12"
"匈牙利","HU","13","2020-03-12"
"印度尼西亚","ID","34","2020-03-12"
"爱尔兰","IE","43","2020-03-12"
"以色列","IL","127","2020-03-12"
"印度","IN","74","2020-03-12"
"伊拉克","IQ","73","2020-03-12"
"伊朗","IR","10075","2020-03-12"
"冰岛","IS","109","2020-03-12"
"意大利","IT","12462","2020-03-12"
"牙买加","JM","1","2020-03-12"
"约旦","JO","1","2020-03-12"
"日本","JP","690","2020-03-12"
"柬埔寨","KH","5","2020-03-12"
"韩国","KR","7869","2020-03-12"
"科威特","KW","80","2020-03-12"
"黎巴嫩","LB","61","2020-03-12"
"列支敦士登","LI","1","2020-03-12"
"斯里兰卡","LK","3","2020-03-12"
"立陶宛","LT","3","2020-03-12"
"卢森堡","LU","19","2020-03-12"
"拉脱维亚","LV","11","2020-03-12"
"摩洛哥","MA","6","2020-03-12"
"摩纳哥","MC","2","2020-03-12"
"摩尔多瓦","MD","3","2020-03-12"
"北马其顿","MK","9","2020-03-12"
"马提尼克","MQ","3","2020-03-12"
"马耳他","MT","6","2020-03-12"
"马尔代夫","MV","8","2020-03-12"
"墨西哥","MX","12","2020-03-12"
"马来西亚","MY","158","2020-03-12"
"尼日利亚","NG","2","2020-03-12"
"荷兰","NL","614","2020-03-12"
"挪威","NO","632","2020-03-12"
"尼泊尔","NP","1","2020-03-12"
"新西兰","NZ","5","2020-03-12"
"阿曼","OM","18","2020-03-12"
"巴拿马","PA","11","2020-03-12"
"秘鲁","PE","15","2020-03-12"
"菲律宾","PH","52","2020-03-12"
"巴基斯坦","PK","21","2020-03-12"
"波兰","PL","47","2020-03-12"
"巴勒斯坦","PS","30","2020-03-12"
"葡萄牙","PT","59","2020-03-12"
"巴拉圭","PY","8","2020-03-12"
"卡塔尔","QA","262","2020-03-12"
"留尼汪","RE","1","2020-03-12"
"罗马尼亚","RO","49","2020-03-12"
"塞尔维亚","RS","19","2020-03-12"
"俄罗斯","RU","28","2020-03-12"
"沙特阿拉伯","SA","45","2020-03-12"
"瑞典","SE","500","2020-03-12"
"新加坡","SG","186","2020-03-12"
"斯洛文尼亚","SI","89","2020-03-12"
"斯洛伐克","SK","10","2020-03-12"
"圣马力诺","SM","69","2020-03-12"
"塞内加尔","SN","4","2020-03-12"
"多哥","TG","1","2020-03-12"
"泰国","TH","70","2020-03-12"
"突尼斯","TN","7","2020-03-12"
"土耳其","TR","1","2020-03-12"
"乌克兰","UA","1","2020-03-12"
"美国","US","1323","2020-03-12"
"梵蒂冈","VA","1","2020-03-12"
"越南","VN","44","2020-03-12"
"南非","ZA","17","2020-03-12"
"钻石公主号邮轮",,"712","2020-03-13"
"安道尔","AD","2","2020-03-13"
"阿联酋","AE","85","2020-03-13"
"阿富汗","AF","7","2020-03-13"
"阿尔巴尼亚","AL","15","2020-03-13"
"亚美尼亚","AM","4","2020-03-13"
"阿根廷","AR","31","2020-03-13"
"奥地利","AT","428","2020-03-13"
"澳大利亚","AU","160","2020-03-13"
"阿塞拜疆","AZ","15","2020-03-13"
"孟加拉国","BD","3","2020-03-13"
"比利时","BE","399","2020-03-13"
"布基纳法索","BF","2","2020-03-13"
"保加利亚","BG","23","2020-03-13"
"巴林","BH","210","2020-03-13"
"圣巴泰勒米","BL","1","2020-03-13"
"文莱","BN","37","2020-03-13"
"玻利维亚","BO","2","2020-03-13"
"巴西","BR","77","2020-03-13"
"不丹","BT","1","2020-03-13"
"白俄罗斯","BY","12","2020-03-13"
"加拿大","CA","158","2020-03-13"
"刚果（金）","CD","2","2020-03-13"
"瑞士","CH","1135","2020-03-13"
"科特迪瓦","CI","1","2020-03-13"
"智利","CL","33","2020-03-13"
"喀麦隆","CM","2","2020-03-13"
"中国","CN","81021","2020-03-13"
"哥伦比亚","CO","9","2020-03-13"
"哥斯达黎加","CR","22","2020-03-13"
"古巴","CU","4","2020-03-13"
"塞浦路斯","CY","10","2020-03-13"
"捷克","CZ","117","2020-03-13"
"德国","DE","3117","2020-03-13"
"丹麦","DK","788","2020-03-13"
"多米尼加","DO","5","2020-03-13"
"阿尔及利亚","DZ","26","2020-03-13"
"厄瓜多尔","EC","17","2020-03-13"
"爱沙尼亚","EE","41","2020-03-13"
"埃及","EG","80","2020-03-13"
"西班牙","ES","4209","2020-03-13"
"埃塞俄比亚","ET","1","2020-03-13"
"芬兰","FI","155","2020-03-13"
"法罗群岛","FO","2","2020-03-13"
"法国","FR","2876","2020-03-13"
"加蓬","GA","1","2020-03-13"
"英国","GB","798","2020-03-13"
"格鲁吉亚","GE","24","2020-03-13"
"法属圭亚那","GF","5","2020-03-13"
"加纳","GH","2","2020-03-13"
"直布罗陀","GI","1","2020-03-13"
"几内亚","GN","1","2020-03-13"
"希腊","GR","134","2020-03-13"
"圭亚那","GY","1","2020-03-13"
"洪都拉斯","HN","2","2020-03-13"
"克罗地亚","HR","31","2020-03-13"
"匈牙利","HU","16","2020-03-13"
"印度尼西亚","ID","69","2020-03-13"
"爱尔兰","IE","70","2020-03-13"
"以色列","IL","126","2020-03-13"
"印度","IN","81","2020-03-13"
"伊拉克","IQ","83","2020-03-13"
"伊朗","IR","11364","2020-03-13"
"冰岛","IS","117","2020-03-13"
"意大利","IT","15385","2020-03-13"
"牙买加","JM","1","2020-03-13"
"约旦","JO","1","2020-03-13"
"日本","JP","724","2020-03-13"
"肯尼亚","KE","1","2020-03-13"
"柬埔寨","KH","5","2020-03-13"
"韩国","KR","7979","2020-03-13"
"科威特","KW","100","2020-03-13"
"哈萨克斯坦","KZ","3","2020-03-13"
"黎巴嫩","LB","77","2020-03-13"
"列支敦士登","LI","4","2020-03-13"
"斯里兰卡","LK","3","2020-03-13"
"立陶宛","LT","3","2020-03-13"
"卢森堡","LU","19","2020-03-13"
"拉脱维亚","LV","16","2020-03-13"
"摩洛哥","MA","6","2020-03-13"
"摩纳哥","MC","2","2020-03-13"
"摩尔多瓦","MD","6","2020-03-13"
"北马其顿","MK","9","2020-03-13"
"马提尼克","MQ","3","2020-03-13"
"马耳他","MT","6","2020-03-13"
"马尔代夫","MV","8","2020-03-13"
"墨西哥","MX","15","2020-03-13"
"马来西亚","MY","197","2020-03-13"
"尼日利亚","NG","2","2020-03-13"
"荷兰","NL","804","2020-03-13"
"挪威","NO","895","2020-03-13"
"尼泊尔","NP","1","2020-03-13"
"新西兰","NZ","5","2020-03-13"
"阿曼","OM","19","2020-03-13"
"巴拿马","PA","11","2020-03-13"
"秘鲁","PE","22","2020-03-13"
"法属波利尼西亚","PF","1","2020-03-13"
"菲律宾","PH","64","2020-03-13"
"巴基斯坦","PK","21","2020-03-13"
"波兰","PL","64","2020-03-13"
"巴勒斯坦","PS","31","2020-03-13"
"葡萄牙","PT","78","2020-03-13"
"巴拉圭","PY","8","2020-03-13"
"卡塔尔","QA","263","2020-03-13"
"留尼汪","RE","1","2020-03-13"
"罗马尼亚","RO","70","2020-03-13"
"塞尔维亚","RS","31","2020-03-13"
"俄罗斯","RU","45","2020-03-13"
"沙特阿拉伯","SA","62","2020-03-13"
"苏丹","SD","1","2020-03-13"
"瑞典","SE","751","2020-03-13"
"新加坡","SG","200","2020-03-13"
"斯洛文尼亚","SI","96","2020-03-13"
"斯洛伐克","SK","16","2020-03-13"
"圣马力诺","SM","69","2020-03-13"
"塞内加尔","SN","10","2020-03-13"
"多哥","TG","1","2020-03-13"
"泰国","TH","75","2020-03-13"
"突尼斯","TN","13","2020-03-13"
"土耳其","TR","2","2020-03-13"
"特立尼达和多巴哥","TT","1","2020-03-13"
"乌克兰","UA","3","2020-03-13"
"美国","US","1832","2020-03-13"
"梵蒂冈","VA","1","2020-03-13"
"越南","VN","47","2020-03-13"
"南非","ZA","24","2020-03-13"
"钻石公主号邮轮",,"717","2020-03-14"
"安道尔","AD","2","2020-03-14"
"阿联酋","AE","85","2020-03-14"
"阿富汗","AF","10","2020-03-14"
"安提瓜和巴布达","AG","1","2020-03-14"
"阿尔巴尼亚","AL","33","2020-03-14"
"亚美尼亚","AM","8","2020-03-14"
"阿根廷","AR","31","2020-03-14"
"奥地利","AT","504","2020-03-14"
"澳大利亚","AU","236","2020-03-14"
"阿鲁巴","AW","2","2020-03-14"
"阿塞拜疆","AZ","15","2020-03-14"
"孟加拉国","BD","3","2020-03-14"
"比利时","BE","689","2020-03-14"
"布基纳法索","BF","2","2020-03-14"
"保加利亚","BG","30","2020-03-14"
"巴林","BH","211","2020-03-14"
"圣巴泰勒米","BL","1","2020-03-14"
"文莱","BN","40","2020-03-14"
"玻利维亚","BO","3","2020-03-14"
"巴西","BR","151","2020-03-14"
"不丹","BT","1","2020-03-14"
"白俄罗斯","BY","27","2020-03-14"
"加拿大","CA","198","2020-03-14"
"刚果（金）","CD","2","2020-03-14"
"瑞士","CH","1189","2020-03-14"
"科特迪瓦","CI","1","2020-03-14"
"智利","CL","43","2020-03-14"
"喀麦隆","CM","2","2020-03-14"
"中国","CN","81048","2020-03-14"
"哥伦比亚","CO","13","2020-03-14"
"哥斯达黎加","CR","22","2020-03-14"
"古巴","CU","4","2020-03-14"
"塞浦路斯","CY","21","2020-03-14"
"捷克","CZ","141","2020-03-14"
"德国","DE","3718","2020-03-14"
"丹麦","DK","827","2020-03-14"
"多米尼加","DO","5","2020-03-14"
"阿尔及利亚","DZ","27","2020-03-14"
"厄瓜多尔","EC","23","2020-03-14"
"爱沙尼亚","EE","79","2020-03-14"
"埃及","EG","93","2020-03-14"
"西班牙","ES","5753","2020-03-14"
"埃塞俄比亚","ET","1","2020-03-14"
"芬兰","FI","210","2020-03-14"
"法罗群岛","FO","2","2020-03-14"
"法国","FR","3667","2020-03-14"
"加蓬","GA","1","2020-03-14"
"英国","GB","1140","2020-03-14"
"格鲁吉亚","GE","30","2020-03-14"
"法属圭亚那","GF","6","2020-03-14"
"加纳","GH","2","2020-03-14"
"直布罗陀","GI","1","2020-03-14"
"几内亚","GN","1","2020-03-14"
"赤道几内亚","GQ","1","2020-03-14"
"希腊","GR","190","2020-03-14"
"危地马拉","GT","1","2020-03-14"
"圭亚那","GY","1","2020-03-14"
"洪都拉斯","HN","2","2020-03-14"
"克罗地亚","HR","37","2020-03-14"
"匈牙利","HU","19","2020-03-14"
"印度尼西亚","ID","96","2020-03-14"
"爱尔兰","IE","90","2020-03-14"
"以色列","IL","161","2020-03-14"
"印度","IN","84","2020-03-14"
"伊拉克","IQ","101","2020-03-14"
"伊朗","IR","12729","2020-03-14"
"冰岛","IS","134","2020-03-14"
"意大利","IT","17660","2020-03-14"
"牙买加","JM","8","2020-03-14"
"约旦","JO","1","2020-03-14"
"日本","JP","786","2020-03-14"
"肯尼亚","KE","1","2020-03-14"
"柬埔寨","KH","7","2020-03-14"
"韩国","KR","8086","2020-03-14"
"科威特","KW","100","2020-03-14"
"哈萨克斯坦","KZ","6","2020-03-14"
"黎巴嫩","LB","93","2020-03-14"
"列支敦士登","LI","4","2020-03-14"
"斯里兰卡","LK","9","2020-03-14"
"立陶宛","LT","6","2020-03-14"
"卢森堡","LU","34","2020-03-14"
"拉脱维亚","LV","16","2020-03-14"
"摩洛哥","MA","7","2020-03-14"
"摩纳哥","MC","2","2020-03-14"
"摩尔多瓦","MD","8","2020-03-14"
"北马其顿","MK","13","2020-03-14"
"马提尼克","MQ","4","2020-03-14"
"马耳他","MT","12","2020-03-14"
"马尔代夫","MV","10","2020-03-14"
"墨西哥","MX","26","2020-03-14"
"马来西亚","MY","238","2020-03-14"
"尼日利亚","NG","2","2020-03-14"
"荷兰","NL","807","2020-03-14"
"挪威","NO","1002","2020-03-14"
"尼泊尔","NP","1","2020-03-14"
"新西兰","NZ","6","2020-03-14"
"阿曼","OM","20","2020-03-14"
"巴拿马","PA","36","2020-03-14"
"秘鲁","PE","28","2020-03-14"
"法属波利尼西亚","PF","1","2020-03-14"
"菲律宾","PH","111","2020-03-14"
"巴基斯坦","PK","30","2020-03-14"
"波兰","PL","68","2020-03-14"
"波多黎各","PR","3","2020-03-14"
"巴勒斯坦","PS","35","2020-03-14"
"葡萄牙","PT","112","2020-03-14"
"巴拉圭","PY","8","2020-03-14"
"卡塔尔","QA","338","2020-03-14"
"留尼汪","RE","3","2020-03-14"
"罗马尼亚","RO","95","2020-03-14"
"塞尔维亚","RS","41","2020-03-14"
"俄罗斯","RU","47","2020-03-14"
"卢旺达","RW","1","2020-03-14"
"沙特阿拉伯","SA","86","2020-03-14"
"苏丹","SD","1","2020-03-14"
"瑞典","SE","814","2020-03-14"
"新加坡","SG","200","2020-03-14"
"斯洛文尼亚","SI","141","2020-03-14"
"斯洛伐克","SK","32","2020-03-14"
"圣马力诺","SM","80","2020-03-14"
"塞内加尔","SN","21","2020-03-14"
"斯威士兰","SZ","1","2020-03-14"
"多哥","TG","1","2020-03-14"
"泰国","TH","82","2020-03-14"
"突尼斯","TN","13","2020-03-14"
"土耳其","TR","5","2020-03-14"
"特立尼达和多巴哥","TT","1","2020-03-14"
"乌克兰","UA","3","2020-03-14"
"美国","US","2291","2020-03-14"
"乌拉圭","UY","4","2020-03-14"
"梵蒂冈","VA","1","2020-03-14"
"圣文森特和格林纳丁斯","VC","1","2020-03-14"
"委内瑞拉","VE","2","2020-03-14"
"越南","VN","53","2020-03-14"
"南非","ZA","24","2020-03-14"
"钻石公主号邮轮",,"727","2020-03-15"
"安道尔","AD","2","2020-03-15"
"阿联酋","AE","86","2020-03-15"
"阿富汗","AF","16","2020-03-15"
"安提瓜和巴布达","AG","1","2020-03-15"
"阿尔巴尼亚","AL","38","2020-03-15"
"亚美尼亚","AM","20","2020-03-15"
"阿根廷","AR","45","2020-03-15"
"奥地利","AT","800","2020-03-15"
"澳大利亚","AU","272","2020-03-15"
"阿鲁巴","AW","2","2020-03-15"
"阿塞拜疆","AZ","23","2020-03-15"
"孟加拉国","BD","5","2020-03-15"
"比利时","BE","886","2020-03-15"
"布基纳法索","BF","2","2020-03-15"
"保加利亚","BG","43","2020-03-15"
"巴林","BH","214","2020-03-15"
"圣巴泰勒米","BL","1","2020-03-15"
"文莱","BN","50","2020-03-15"
"玻利维亚","BO","10","2020-03-15"
"巴西","BR","151","2020-03-15"
"不丹","BT","1","2020-03-15"
"白俄罗斯","BY","27","2020-03-15"
"加拿大","CA","253","2020-03-15"
"刚果（金）","CD","3","2020-03-15"
"中非","CF","1","2020-03-15"
"刚果（布）","CG","1","2020-03-15"
"瑞士","CH","2220","2020-03-15"
"科特迪瓦","CI","4","2020-03-15"
"智利","CL","61","2020-03-15"
"喀麦隆","CM","3","2020-03-15"
"中国","CN","81077","2020-03-15"
"哥伦比亚","CO","22","2020-03-15"
"哥斯达黎加","CR","27","2020-03-15"
"古巴","CU","4","2020-03-15"
"塞浦路斯","CY","26","2020-03-15"
"捷克","CZ","189","2020-03-15"
"德国","DE","5142","2020-03-15"
"丹麦","DK","836","2020-03-15"
"多米尼加","DO","11","2020-03-15"
"阿尔及利亚","DZ","48","2020-03-15"
"厄瓜多尔","EC","28","2020-03-15"
"爱沙尼亚","EE","135","2020-03-15"
"埃及","EG","110","2020-03-15"
"西班牙","ES","7753","2020-03-15"
"埃塞俄比亚","ET","1","2020-03-15"
"芬兰","FI","240","2020-03-15"
"法罗群岛","FO","3","2020-03-15"
"法国","FR","4500","2020-03-15"
"加蓬","GA","1","2020-03-15"
"英国","GB","1145","2020-03-15"
"格鲁吉亚","GE","30","2020-03-15"
"法属圭亚那","GF","6","2020-03-15"
"加纳","GH","6","2020-03-15"
"直布罗陀","GI","1","2020-03-15"
"几内亚","GN","1","2020-03-15"
"瓜德罗普","GP","1","2020-03-15"
"赤道几内亚","GQ","1","2020-03-15"
"希腊","GR","228","2020-03-15"
"危地马拉","GT","1","2020-03-15"
"圭亚那","GY","6","2020-03-15"
"洪都拉斯","HN","2","2020-03-15"
"克罗地亚","HR","38","2020-03-15"
"匈牙利","HU","30","2020-03-15"
"印度尼西亚","ID","117","2020-03-15"
"爱尔兰","IE","129","2020-03-15"
"以色列","IL","200","2020-03-15"
"印度","IN","107","2020-03-15"
"伊拉克","IQ","110","2020-03-15"
"伊朗","IR","13938","2020-03-15"
"冰岛","IS","161","2020-03-15"
"意大利","IT","21270","2020-03-15"
"牙买加","JM","8","2020-03-15"
"约旦","JO","7","2020-03-15"
"日本","JP","818","2020-03-15"
"肯尼亚","KE","3","2020-03-15"
"柬埔寨","KH","7","2020-03-15"
"韩国","KR","8162","2020-03-15"
"科威特","KW","112","2020-03-15"
"开曼群岛","KY","1","2020-03-15"
"哈萨克斯坦","KZ","8","2020-03-15"
"黎巴嫩","LB","99","2020-03-15"
"列支敦士登","LI","4","2020-03-15"
"斯里兰卡","LK","12","2020-03-15"
"立陶宛","LT","8","2020-03-15"
"卢森堡","LU","59","2020-03-15"
"拉脱维亚","LV","30","2020-03-15"
"摩洛哥","MA","28","2020-03-15"
"摩纳哥","MC","3","2020-03-15"
"摩尔多瓦","MD","12","2020-03-15"
"北马其顿","MK","14","2020-03-15"
"马提尼克","MQ","9","2020-03-15"
"马耳他","MT","18","2020-03-15"
"马尔代夫","MV","13","2020-03-15"
"墨西哥","MX","41","2020-03-15"
"马来西亚","MY","428","2020-03-15"
"尼日利亚","NG","2","2020-03-15"
"荷兰","NL","1135","2020-03-15"
"挪威","NO","1090","2020-03-15"
"尼泊尔","NP","1","2020-03-15"
"新西兰","NZ","6","2020-03-15"
"阿曼","OM","21","2020-03-15"
"巴拿马","PA","43","2020-03-15"
"秘鲁","PE","38","2020-03-15"
"法属波利尼西亚","PF","1","2020-03-15"
"菲律宾","PH","140","2020-03-15"
"巴基斯坦","PK","53","2020-03-15"
"波兰","PL","104","2020-03-15"
"波多黎各","PR","3","2020-03-15"
"巴勒斯坦","PS","35","2020-03-15"
"葡萄牙","PT","169","2020-03-15"
"巴拉圭","PY","8","2020-03-15"
"卡塔尔","QA","338","2020-03-15"
"留尼汪","RE","6","2020-03-15"
"罗马尼亚","RO","123","2020-03-15"
"塞尔维亚","RS","46","2020-03-15"
"俄罗斯","RU","63","2020-03-15"
"卢旺达","RW","1","2020-03-15"
"沙特阿拉伯","SA","103","2020-03-15"
"塞舌尔","SC","2","2020-03-15"
"苏丹","SD","1","2020-03-15"
"瑞典","SE","992","2020-03-15"
"新加坡","SG","226","2020-03-15"
"斯洛文尼亚","SI","181","2020-03-15"
"斯洛伐克","SK","44","2020-03-15"
"圣马力诺","SM","80","2020-03-15"
"塞内加尔","SN","24","2020-03-15"
"苏里南","SR","1","2020-03-15"
"斯威士兰","SZ","1","2020-03-15"
"多哥","TG","1","2020-03-15"
"泰国","TH","114","2020-03-15"
"突尼斯","TN","18","2020-03-15"
"土耳其","TR","6","2020-03-15"
"特立尼达和多巴哥","TT","1","2020-03-15"
"乌克兰","UA","3","2020-03-15"
"美国","US","2995","2020-03-15"
"乌拉圭","UY","6","2020-03-15"
"乌兹别克斯坦","UZ","1","2020-03-15"
"梵蒂冈","VA","1","2020-03-15"
"圣文森特和格林纳丁斯","VC","1","2020-03-15"
"委内瑞拉","VE","10","2020-03-15"
"越南","VN","53","2020-03-15"
"南非","ZA","51","2020-03-15"
"钻石公主号邮轮",,"746","2020-03-16"
"安道尔","AD","2","2020-03-16"
"阿联酋","AE","98","2020-03-16"
"阿富汗","AF","21","2020-03-16"
"安提瓜和巴布达","AG","1","2020-03-16"
"阿尔巴尼亚","AL","42","2020-03-16"
"亚美尼亚","AM","28","2020-03-16"
"阿根廷","AR","45","2020-03-16"
"奥地利","AT","1018","2020-03-16"
"澳大利亚","AU","375","2020-03-16"
"阿鲁巴","AW","2","2020-03-16"
"阿塞拜疆","AZ","25","2020-03-16"
"孟加拉国","BD","8","2020-03-16"
"比利时","BE","1058","2020-03-16"
"布基纳法索","BF","15","2020-03-16"
"保加利亚","BG","51","2020-03-16"
"巴林","BH","221","2020-03-16"
"贝宁","BJ","1","2020-03-16"
"圣巴泰勒米","BL","1","2020-03-16"
"文莱","BN","50","2020-03-16"
"玻利维亚","BO","10","2020-03-16"
"巴西","BR","203","2020-03-16"
"巴哈马","BS","1","2020-03-16"
"不丹","BT","1","2020-03-16"
"白俄罗斯","BY","27","2020-03-16"
"加拿大","CA","342","2020-03-16"
"刚果（金）","CD","3","2020-03-16"
"中非","CF","1","2020-03-16"
"刚果（布）","CG","1","2020-03-16"
"瑞士","CH","2221","2020-03-16"
"科特迪瓦","CI","4","2020-03-16"
"智利","CL","75","2020-03-16"
"喀麦隆","CM","4","2020-03-16"
"中国","CN","81116","2020-03-16"
"哥伦比亚","CO","34","2020-03-16"
"哥斯达黎加","CR","35","2020-03-16"
"古巴","CU","4","2020-03-16"
"塞浦路斯","CY","26","2020-03-16"
"捷克","CZ","298","2020-03-16"
"德国","DE","6248","2020-03-16"
"丹麦","DK","916","2020-03-16"
"多米尼加","DO","11","2020-03-16"
"阿尔及利亚","DZ","54","2020-03-16"
"厄瓜多尔","EC","28","2020-03-16"
"爱沙尼亚","EE","205","2020-03-16"
"埃及","EG","126","2020-03-16"
"西班牙","ES","9407","2020-03-16"
"埃塞俄比亚","ET","4","2020-03-16"
"芬兰","FI","244","2020-03-16"
"法罗群岛","FO","9","2020-03-16"
"法国","FR","5423","2020-03-16"
"加蓬","GA","1","2020-03-16"
"英国","GB","1543","2020-03-16"
"格鲁吉亚","GE","33","2020-03-16"
"法属圭亚那","GF","7","2020-03-16"
"加纳","GH","6","2020-03-16"
"直布罗陀","GI","1","2020-03-16"
"几内亚","GN","1","2020-03-16"
"瓜德罗普","GP","1","2020-03-16"
"赤道几内亚","GQ","1","2020-03-16"
"希腊","GR","331","2020-03-16"
"危地马拉","GT","2","2020-03-16"
"圭亚那","GY","6","2020-03-16"
"洪都拉斯","HN","2","2020-03-16"
"克罗地亚","HR","49","2020-03-16"
"匈牙利","HU","32","2020-03-16"
"印度尼西亚","ID","134","2020-03-16"
"爱尔兰","IE","169","2020-03-16"
"以色列","IL","344","2020-03-16"
"印度","IN","113","2020-03-16"
"伊拉克","IQ","125","2020-03-16"
"伊朗","IR","14991","2020-03-16"
"冰岛","IS","180","2020-03-16"
"意大利","IT","24938","2020-03-16"
"牙买加","JM","8","2020-03-16"
"约旦","JO","16","2020-03-16"
"日本","JP","835","2020-03-16"
"肯尼亚","KE","3","2020-03-16"
"柬埔寨","KH","12","2020-03-16"
"韩国","KR","8236","2020-03-16"
"科威特","KW","112","2020-03-16"
"开曼群岛","KY","1","2020-03-16"
"哈萨克斯坦","KZ","8","2020-03-16"
"黎巴嫩","LB","110","2020-03-16"
"列支敦士登","LI","4","2020-03-16"
"斯里兰卡","LK","23","2020-03-16"
"利比里亚","LR","1","2020-03-16"
"立陶宛","LT","12","2020-03-16"
"卢森堡","LU","81","2020-03-16"
"拉脱维亚","LV","30","2020-03-16"
"摩洛哥","MA","28","2020-03-16"
"摩纳哥","MC","7","2020-03-16"
"摩尔多瓦","MD","23","2020-03-16"
"北马其顿","MK","18","2020-03-16"
"马提尼克","MQ","10","2020-03-16"
"马耳他","MT","21","2020-03-16"
"马尔代夫","MV","13","2020-03-16"
"墨西哥","MX","53","2020-03-16"
"马来西亚","MY","553","2020-03-16"
"尼日利亚","NG","2","2020-03-16"
"荷兰","NL","1413","2020-03-16"
"挪威","NO","1282","2020-03-16"
"尼泊尔","NP","1","2020-03-16"
"新西兰","NZ","8","2020-03-16"
"阿曼","OM","22","2020-03-16"
"巴拿马","PA","43","2020-03-16"
"秘鲁","PE","71","2020-03-16"
"法属波利尼西亚","PF","1","2020-03-16"
