,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
4095,2020-02-02,中国,CN,山东省,370000,济南市,370100,22,8,0,0
4096,2020-02-02,中国,CN,山东省,370000,青岛市,370200,25,21,1,0
4097,2020-02-02,中国,CN,山东省,370000,淄博市,370300,12,1,0,0
4098,2020-02-02,中国,CN,山东省,370000,枣庄市,370400,15,2,0,0
4099,2020-02-02,中国,CN,山东省,370000,烟台市,370600,22,4,0,0
4100,2020-02-02,中国,CN,山东省,370000,潍坊市,370700,13,0,0,0
4101,2020-02-02,中国,CN,山东省,370000,济宁市,370800,18,2,1,0
4102,2020-02-02,中国,CN,山东省,370000,泰安市,370900,11,6,1,0
4103,2020-02-02,中国,CN,山东省,370000,威海市,371000,25,0,2,0
4104,2020-02-02,中国,CN,山东省,370000,日照市,371100,12,0,0,0
4105,2020-02-02,中国,CN,山东省,370000,临沂市,371300,24,7,0,0
4106,2020-02-02,中国,CN,山东省,370000,德州市,371400,19,6,1,0
4107,2020-02-02,中国,CN,山东省,370000,聊城市,371500,9,3,0,0
4108,2020-02-02,中国,CN,山东省,370000,滨州市,371600,10,0,0,0
4109,2020-02-02,中国,CN,山东省,370000,菏泽市,371700,9,2,0,0
4110,2020-02-02,中国,CN,河南省,410000,,,566,26,14,2
4111,2020-02-02,中国,CN,河南省,410000,郑州市,410100,72,0,0,0
4112,2020-02-02,中国,CN,河南省,410000,开封市,410200,11,0,0,0
4113,2020-02-02,中国,CN,河南省,410000,洛阳市,410300,7,0,0,0
4114,2020-02-02,中国,CN,河南省,410000,平顶山市,410400,19,0,0,0
4115,2020-02-02,中国,CN,河南省,410000,安阳市,410500,29,0,0,0
4116,2020-02-02,中国,CN,河南省,410000,滑县,410526,1,0,0,0
4117,2020-02-02,中国,CN,河南省,410000,鹤壁市,410600,8,0,0,0
4118,2020-02-02,中国,CN,河南省,410000,新乡市,410700,27,0,0,0
4119,2020-02-02,中国,CN,河南省,410000,长垣县,410728,1,0,0,0
4120,2020-02-02,中国,CN,河南省,410000,焦作市,410800,8,0,0,0
4121,2020-02-02,中国,CN,河南省,410000,濮阳市,410900,3,0,0,0
4122,2020-02-02,中国,CN,河南省,410000,许昌市,411000,15,0,0,0
4123,2020-02-02,中国,CN,河南省,410000,漯河市,411100,20,0,0,0
4124,2020-02-02,中国,CN,河南省,410000,三门峡市,411200,7,0,0,0
4125,2020-02-02,中国,CN,河南省,410000,南阳市,411300,84,0,0,1
4126,2020-02-02,中国,CN,河南省,410000,商丘市,411400,50,0,0,0
4127,2020-02-02,中国,CN,河南省,410000,信阳市,411500,99,0,0,0
4128,2020-02-02,中国,CN,河南省,410000,周口市,411600,47,0,0,0
4129,2020-02-02,中国,CN,河南省,410000,驻马店市,411700,58,0,0,0
4130,2020-02-02,中国,CN,河南省,410000,济源市,419001,2,0,0,0
4131,2020-02-02,中国,CN,湖北省,420000,,,11177,0,295,350
4132,2020-02-02,中国,CN,湖北省,420000,所属地待确认,,0,0,30,0
4133,2020-02-02,中国,CN,湖北省,420000,武汉市,420100,5142,0,0,265
4134,2020-02-02,中国,CN,湖北省,420000,黄石市,420200,334,0,0,2
4135,2020-02-02,中国,CN,湖北省,420000,十堰市,420300,256,0,0,0
4136,2020-02-02,中国,CN,湖北省,420000,宜昌市,420500,392,0,0,1
4137,2020-02-02,中国,CN,湖北省,420000,襄阳市,420600,548,0,0,0
4138,2020-02-02,中国,CN,湖北省,420000,鄂州市,420700,306,0,0,15
4139,2020-02-02,中国,CN,湖北省,420000,荆门市,420800,345,0,0,11
4140,2020-02-02,中国,CN,湖北省,420000,孝感市,420900,918,0,0,14
4141,2020-02-02,中国,CN,湖北省,420000,荆州市,421000,499,0,0,6
4142,2020-02-02,中国,CN,湖北省,420000,黄冈市,421100,1246,0,0,17
4143,2020-02-02,中国,CN,湖北省,420000,咸宁市,421200,296,0,0,0
4144,2020-02-02,中国,CN,湖北省,420000,随州市,421300,458,0,0,5
4145,2020-02-02,中国,CN,湖北省,420000,恩施土家族苗族自治州,422800,111,0,0,0
4146,2020-02-02,中国,CN,湖北省,420000,仙桃市,429004,169,0,0,3
4147,2020-02-02,中国,CN,湖北省,420000,潜江市,429005,35,0,0,1
4148,2020-02-02,中国,CN,湖北省,420000,天门市,429006,115,0,0,10
4149,2020-02-02,中国,CN,湖北省,420000,神农架林区,429021,7,0,0,0
4150,2020-02-02,中国,CN,湖南省,430000,,,521,0,16,0
4151,2020-02-02,中国,CN,湖南省,430000,长沙市,430100,125,0,2,0
4152,2020-02-02,中国,CN,湖南省,430000,株洲市,430200,26,0,1,0
4153,2020-02-02,中国,CN,湖南省,430000,湘潭市,430300,19,0,3,0
4154,2020-02-02,中国,CN,湖南省,430000,衡阳市,430400,32,0,3,0
4155,2020-02-02,中国,CN,湖南省,430000,邵阳市,430500,51,0,1,0
4156,2020-02-02,中国,CN,湖南省,430000,岳阳市,430600,70,0,0,0
4157,2020-02-02,中国,CN,湖南省,430000,常德市,430700,45,0,0,0
4158,2020-02-02,中国,CN,湖南省,430000,张家界市,430800,3,0,0,0
4159,2020-02-02,中国,CN,湖南省,430000,益阳市,430900,30,0,0,0
4160,2020-02-02,中国,CN,湖南省,430000,郴州市,431000,21,0,1,0
4161,2020-02-02,中国,CN,湖南省,430000,永州市,431100,26,0,2,0
4162,2020-02-02,中国,CN,湖南省,430000,怀化市,431200,32,0,1,0
4163,2020-02-02,中国,CN,湖南省,430000,娄底市,431300,35,0,1,0
4164,2020-02-02,中国,CN,湖南省,430000,湘西土家族苗族自治州,433100,6,0,1,0
4165,2020-02-02,中国,CN,广东省,440000,,,683,0,14,0
4166,2020-02-02,中国,CN,广东省,440000,广州市,440100,189,0,0,0
4167,2020-02-02,中国,CN,广东省,440000,韶关市,440200,5,0,0,0
4168,2020-02-02,中国,CN,广东省,440000,深圳市,440300,226,0,0,0
4169,2020-02-02,中国,CN,广东省,440000,珠海市,440400,51,0,0,0
4170,2020-02-02,中国,CN,广东省,440000,汕头市,440500,17,0,0,0
4171,2020-02-02,中国,CN,广东省,440000,佛山市,440600,43,0,0,0
4172,2020-02-02,中国,CN,广东省,440000,江门市,440700,4,0,0,0
4173,2020-02-02,中国,CN,广东省,440000,湛江市,440800,14,0,0,0
4174,2020-02-02,中国,CN,广东省,440000,茂名市,440900,4,0,0,0
4175,2020-02-02,中国,CN,广东省,440000,肇庆市,441200,7,0,0,0
4176,2020-02-02,中国,CN,广东省,440000,惠州市,441300,28,0,0,0
4177,2020-02-02,中国,CN,广东省,440000,梅州市,441400,7,0,0,0
4178,2020-02-02,中国,CN,广东省,440000,汕尾市,441500,5,0,0,0
4179,2020-02-02,中国,CN,广东省,440000,河源市,441600,1,0,0,0
4180,2020-02-02,中国,CN,广东省,440000,阳江市,441700,10,0,0,0
4181,2020-02-02,中国,CN,广东省,440000,清远市,441800,6,0,0,0
4182,2020-02-02,中国,CN,广东省,440000,东莞市,441900,31,0,0,0
4183,2020-02-02,中国,CN,广东省,440000,中山市,442000,25,0,0,0
4184,2020-02-02,中国,CN,广东省,440000,潮州市,445100,4,0,0,0
4185,2020-02-02,中国,CN,广东省,440000,揭阳市,445200,6,0,0,0
4186,2020-02-02,中国,CN,广西壮族自治区,450000,,,127,0,2,0
4187,2020-02-02,中国,CN,广西壮族自治区,450000,南宁市,450100,22,0,0,0
4188,2020-02-02,中国,CN,广西壮族自治区,450000,柳州市,450200,14,0,0,0
4189,2020-02-02,中国,CN,广西壮族自治区,450000,桂林市,450300,24,0,0,0
4190,2020-02-02,中国,CN,广西壮族自治区,450000,梧州市,450400,5,0,1,0
4191,2020-02-02,中国,CN,广西壮族自治区,450000,北海市,450500,26,0,0,0
4192,2020-02-02,中国,CN,广西壮族自治区,450000,防城港市,450600,9,0,1,0
4193,2020-02-02,中国,CN,广西壮族自治区,450000,钦州市,450700,2,0,0,0
4194,2020-02-02,中国,CN,广西壮族自治区,450000,贵港市,450800,5,0,0,0
4195,2020-02-02,中国,CN,广西壮族自治区,450000,玉林市,450900,8,0,0,0
4196,2020-02-02,中国,CN,广西壮族自治区,450000,百色市,451000,2,0,0,0
4197,2020-02-02,中国,CN,广西壮族自治区,450000,贺州市,451100,4,0,0,0
4198,2020-02-02,中国,CN,广西壮族自治区,450000,河池市,451200,6,0,0,0
4199,2020-02-02,中国,CN,海南省,460000,,,70,0,4,1
4200,2020-02-02,中国,CN,海南省,460000,海口市,460100,13,0,0,0
4201,2020-02-02,中国,CN,海南省,460000,三亚市,460200,17,0,0,0
4202,2020-02-02,中国,CN,海南省,460000,儋州市,460400,7,0,0,0
4203,2020-02-02,中国,CN,海南省,460000,琼海市,469002,6,0,0,0
4204,2020-02-02,中国,CN,海南省,460000,文昌市,469005,1,0,0,0
4205,2020-02-02,中国,CN,海南省,460000,万宁市,469006,8,0,0,0
4206,2020-02-02,中国,CN,海南省,460000,东方市,469007,1,0,0,0
4207,2020-02-02,中国,CN,海南省,460000,定安县,469021,1,0,0,0
4208,2020-02-02,中国,CN,海南省,460000,澄迈县,469023,2,0,0,0
4209,2020-02-02,中国,CN,海南省,460000,临高县,469024,4,0,0,0
4210,2020-02-02,中国,CN,海南省,460000,昌江黎族自治县,469026,3,0,0,0
4211,2020-02-02,中国,CN,海南省,460000,乐东黎族自治县,469027,1,0,0,0
4212,2020-02-02,中国,CN,海南省,460000,陵水黎族自治县,469028,5,0,0,0
4213,2020-02-02,中国,CN,海南省,460000,琼中黎族苗族自治县,469030,1,0,0,0
4214,2020-02-02,中国,CN,重庆市,500000,,,300,0,7,2
4215,2020-02-02,中国,CN,重庆市,500000,两江新区,,12,0,0,0
4216,2020-02-02,中国,CN,重庆市,500000,高新区,,1,0,0,0
4217,2020-02-02,中国,CN,重庆市,500000,万州区,500101,49,0,0,1
4218,2020-02-02,中国,CN,重庆市,500000,涪陵区,500102,2,0,0,0
4219,2020-02-02,中国,CN,重庆市,500000,渝中区,500103,9,0,0,0
4220,2020-02-02,中国,CN,重庆市,500000,大渡口区,500104,6,0,0,0
4221,2020-02-02,中国,CN,重庆市,500000,江北区,500105,16,0,0,0
4222,2020-02-02,中国,CN,重庆市,500000,沙坪坝区,500106,2,0,0,0
4223,2020-02-02,中国,CN,重庆市,500000,九龙坡区,500107,13,0,0,1
4224,2020-02-02,中国,CN,重庆市,500000,南岸区,500108,6,0,0,0
4225,2020-02-02,中国,CN,重庆市,500000,綦江区,500110,5,0,0,0
4226,2020-02-02,中国,CN,重庆市,500000,大足区,500111,5,0,0,0
4227,2020-02-02,中国,CN,重庆市,500000,渝北区,500112,12,0,0,0
4228,2020-02-02,中国,CN,重庆市,500000,巴南区,500113,2,0,0,0
4229,2020-02-02,中国,CN,重庆市,500000,黔江区,500114,2,0,0,0
4230,2020-02-02,中国,CN,重庆市,500000,长寿区,500115,11,0,0,0
4231,2020-02-02,中国,CN,重庆市,500000,江津区,500116,3,0,0,0
4232,2020-02-02,中国,CN,重庆市,500000,合川区,500117,9,0,0,0
4233,2020-02-02,中国,CN,重庆市,500000,永川区,500118,3,0,1,0
4234,2020-02-02,中国,CN,重庆市,500000,璧山区,500120,8,0,0,0
4235,2020-02-02,中国,CN,重庆市,500000,铜梁区,500151,7,0,0,0
4236,2020-02-02,中国,CN,重庆市,500000,潼南区,500152,3,0,0,0
4237,2020-02-02,中国,CN,重庆市,500000,荣昌区,500153,4,0,0,0
4238,2020-02-02,中国,CN,重庆市,500000,开州区,500154,17,0,0,0
4239,2020-02-02,中国,CN,重庆市,500000,梁平区,500155,3,0,0,0
4240,2020-02-02,中国,CN,重庆市,500000,武隆区,500156,1,0,0,0
4241,2020-02-02,中国,CN,重庆市,500000,城口县,500229,1,0,0,0
4242,2020-02-02,中国,CN,重庆市,500000,丰都县,500230,5,0,1,0
4243,2020-02-02,中国,CN,重庆市,500000,垫江县,500231,12,0,0,0
4244,2020-02-02,中国,CN,重庆市,500000,忠县,500233,15,0,0,0
4245,2020-02-02,中国,CN,重庆市,500000,云阳县,500235,18,0,1,0
4246,2020-02-02,中国,CN,重庆市,500000,奉节县,500236,9,0,0,0
4247,2020-02-02,中国,CN,重庆市,500000,巫山县,500237,7,0,3,0
4248,2020-02-02,中国,CN,重庆市,500000,巫溪县,500238,11,0,0,0
4249,2020-02-02,中国,CN,重庆市,500000,石柱土家族自治县,500240,10,0,0,0
4250,2020-02-02,中国,CN,重庆市,500000,秀山土家族苗族自治县,500241,1,0,1,0
4251,2020-02-02,中国,CN,四川省,510000,,,254,0,12,1
4252,2020-02-02,中国,CN,四川省,510000,成都市,510100,77,0,0,0
4253,2020-02-02,中国,CN,四川省,510000,自贡市,510300,9,0,0,0
4254,2020-02-02,中国,CN,四川省,510000,攀枝花市,510400,10,0,0,0
4255,2020-02-02,中国,CN,四川省,510000,泸州市,510500,7,0,0,0
4256,2020-02-02,中国,CN,四川省,510000,德阳市,510600,10,0,0,0
4257,2020-02-02,中国,CN,四川省,510000,绵阳市,510700,17,0,0,0
4258,2020-02-02,中国,CN,四川省,510000,广元市,510800,5,0,0,0
4259,2020-02-02,中国,CN,四川省,510000,遂宁市,510900,5,0,0,0
4260,2020-02-02,中国,CN,四川省,510000,内江市,511000,12,0,0,0
4261,2020-02-02,中国,CN,四川省,510000,乐山市,511100,2,0,0,0
4262,2020-02-02,中国,CN,四川省,510000,南充市,511300,26,0,0,0
4263,2020-02-02,中国,CN,四川省,510000,眉山市,511400,3,0,0,0
4264,2020-02-02,中国,CN,四川省,510000,宜宾市,511500,7,0,0,0
4265,2020-02-02,中国,CN,四川省,510000,广安市,511600,21,0,0,0
4266,2020-02-02,中国,CN,四川省,510000,达州市,511700,11,0,0,0
4267,2020-02-02,中国,CN,四川省,510000,雅安市,511800,5,0,0,0
4268,2020-02-02,中国,CN,四川省,510000,巴中市,511900,12,0,0,0
4269,2020-02-02,中国,CN,四川省,510000,资阳市,512000,2,0,0,0
4270,2020-02-02,中国,CN,四川省,510000,阿坝藏族羌族自治州,513200,1,0,0,0
4271,2020-02-02,中国,CN,四川省,510000,甘孜藏族自治州,513300,6,0,0,0
4272,2020-02-02,中国,CN,四川省,510000,凉山彝族自治州,513400,6,0,0,0
4273,2020-02-02,中国,CN,贵州省,520000,,,46,46,2,0
4274,2020-02-02,中国,CN,贵州省,520000,贵阳市,520100,0,0,1,0
4275,2020-02-02,中国,CN,贵州省,520000,六盘水市,520200,9,0,0,0
4276,2020-02-02,中国,CN,贵州省,520000,遵义市,520300,8,0,0,0
4277,2020-02-02,中国,CN,贵州省,520000,安顺市,520400,2,0,0,0
4278,2020-02-02,中国,CN,贵州省,520000,毕节市,520500,4,0,0,0
4279,2020-02-02,中国,CN,贵州省,520000,铜仁市,520600,6,0,1,0
4280,2020-02-02,中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,1,0,0,0
4281,2020-02-02,中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,4,0,0,0
4282,2020-02-02,中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,5,0,0,0
4283,2020-02-02,中国,CN,云南省,530000,,,109,252,3,0
4284,2020-02-02,中国,CN,云南省,530000,昆明市,530100,32,0,0,0
4285,2020-02-02,中国,CN,云南省,530000,曲靖市,530300,6,0,1,0
4286,2020-02-02,中国,CN,云南省,530000,玉溪市,530400,12,0,0,0
4287,2020-02-02,中国,CN,云南省,530000,保山市,530500,8,0,0,0
4288,2020-02-02,中国,CN,云南省,530000,昭通市,530600,8,0,0,0
4289,2020-02-02,中国,CN,云南省,530000,丽江市,530700,7,0,0,0
4290,2020-02-02,中国,CN,云南省,530000,普洱市,530800,4,0,0,0
4291,2020-02-02,中国,CN,云南省,530000,临沧市,530900,1,0,0,0
4292,2020-02-02,中国,CN,云南省,530000,楚雄彝族自治州,532300,2,0,0,0
4293,2020-02-02,中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,5,0,1,0
4294,2020-02-02,中国,CN,云南省,530000,西双版纳傣族自治州,532800,13,0,0,0
4295,2020-02-02,中国,CN,云南省,530000,大理白族自治州,532900,7,0,1,0
4296,2020-02-02,中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,4,0,0,0
4297,2020-02-02,中国,CN,西藏自治区,540000,,,1,0,0,0
4298,2020-02-02,中国,CN,西藏自治区,540000,拉萨市,540100,1,0,0,0
4299,2020-02-02,中国,CN,陕西省,610000,,,128,205,0,0
4300,2020-02-02,中国,CN,陕西省,610000,铜川市,610200,7,0,0,0
4301,2020-02-02,中国,CN,陕西省,610000,宝鸡市,610300,8,0,0,0
4302,2020-02-02,中国,CN,陕西省,610000,咸阳市,610400,9,0,0,0
4303,2020-02-02,中国,CN,陕西省,610000,渭南市,610500,6,0,0,0
4304,2020-02-02,中国,CN,陕西省,610000,韩城市,610581,1,0,0,0
4305,2020-02-02,中国,CN,陕西省,610000,延安市,610600,7,0,0,0
4306,2020-02-02,中国,CN,陕西省,610000,汉中市,610700,15,0,0,0
4307,2020-02-02,中国,CN,陕西省,610000,榆林市,610800,1,0,0,0
4308,2020-02-02,中国,CN,陕西省,610000,安康市,610900,17,0,0,0
4309,2020-02-02,中国,CN,陕西省,610000,商洛市,611000,2,0,0,0
4310,2020-02-02,中国,CN,甘肃省,620000,,,51,0,3,0
4311,2020-02-02,中国,CN,甘肃省,620000,兰州市,620100,24,0,0,0
4312,2020-02-02,中国,CN,甘肃省,620000,金昌市,620300,1,0,0,0
4313,2020-02-02,中国,CN,甘肃省,620000,白银市,620400,1,0,0,0
4314,2020-02-02,中国,CN,甘肃省,620000,天水市,620500,8,0,0,0
4315,2020-02-02,中国,CN,甘肃省,620000,张掖市,620700,2,0,0,0
4316,2020-02-02,中国,CN,甘肃省,620000,平凉市,620800,1,0,0,0
4317,2020-02-02,中国,CN,甘肃省,620000,庆阳市,621000,1,0,0,0
4318,2020-02-02,中国,CN,甘肃省,620000,定西市,621100,2,0,0,0
4319,2020-02-02,中国,CN,甘肃省,620000,陇南市,621200,4,0,0,0
4320,2020-02-02,中国,CN,甘肃省,620000,临夏回族自治州,622900,3,0,0,0
4321,2020-02-02,中国,CN,甘肃省,620000,甘南藏族自治州,623000,1,0,0,0
4322,2020-02-02,中国,CN,青海省,630000,,,13,0,0,0
4323,2020-02-02,中国,CN,青海省,630000,西宁市,630100,12,0,0,0
4324,2020-02-02,中国,CN,青海省,630000,海北藏族自治州,632200,1,0,0,0
4325,2020-02-02,中国,CN,宁夏回族自治区,640000,,,31,12,0,0
4326,2020-02-02,中国,CN,宁夏回族自治区,640000,宁东,,1,0,0,0
4327,2020-02-02,中国,CN,宁夏回族自治区,640000,银川市,640100,19,0,0,0
4328,2020-02-02,中国,CN,宁夏回族自治区,640000,吴忠市,640300,7,0,0,0
4329,2020-02-02,中国,CN,宁夏回族自治区,640000,固原市,640400,2,0,0,0
4330,2020-02-02,中国,CN,宁夏回族自治区,640000,中卫市,640500,2,0,0,0
4331,2020-02-02,中国,CN,新疆维吾尔自治区,650000,,,24,0,0,0
4332,2020-02-02,中国,CN,新疆维吾尔自治区,650000,第七师,,1,0,0,0
4333,2020-02-02,中国,CN,新疆维吾尔自治区,650000,第九师,,4,0,0,0
4334,2020-02-02,中国,CN,新疆维吾尔自治区,650000,第八师石河子市,,1,0,0,0
4335,2020-02-02,中国,CN,新疆维吾尔自治区,650000,乌鲁木齐市,650100,10,0,0,0
4336,2020-02-02,中国,CN,新疆维吾尔自治区,650000,吐鲁番市,650400,1,0,0,0
4337,2020-02-02,中国,CN,新疆维吾尔自治区,650000,阿克苏地区,652900,1,0,0,0
4338,2020-02-02,中国,CN,新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,6,0,0,0
4339,2020-02-02,中国,CN,台湾省,710000,,,10,0,0,0
4340,2020-02-02,中国,CN,台湾省,710000,所属地待确认,,9,0,0,0
4341,2020-02-02,中国,CN,香港特别行政区,810000,,,15,0,0,0
4342,2020-02-02,中国,CN,香港特别行政区,810000,所属地待确认,,10,0,0,0
4343,2020-02-02,中国,CN,澳门特别行政区,820000,,,8,0,0,0
4344,2020-02-02,中国,CN,澳门特别行政区,820000,所属地待确认,,7,0,0,0
4345,2020-02-02,德国,DE,,,,,4,0,0,0
4346,2020-02-02,芬兰,FI,,,,,1,0,0,0
4347,2020-02-02,法国,FR,,,,,5,0,0,0
4348,2020-02-02,印度,IN,,,,,1,0,0,0
4349,2020-02-02,日本,JP,,,,,11,0,1,0
4350,2020-02-02,韩国,KR,,,,,6,0,0,0
4351,2020-02-02,斯里兰卡,LK,,,,,1,0,0,0
4352,2020-02-02,马来西亚,MY,,,,,8,0,0,0
4353,2020-02-02,尼泊尔,NP,,,,,1,0,0,0
4354,2020-02-02,菲律宾,PH,,,,,1,0,0,0
4355,2020-02-02,新加坡,SG,,,,,10,0,0,0
4356,2020-02-02,泰国,TH,,,,,14,0,2,0
4357,2020-02-02,美国,US,,,,,5,0,0,0
4358,2020-02-02,越南,VN,,,,,2,0,0,0
4359,2020-02-03,阿联酋,AE,,,,,4,0,0,0
4360,2020-02-03,澳大利亚,AU,,,,,8,0,2,0
4361,2020-02-03,加拿大,CA,,,,,3,0,0,0
4362,2020-02-03,中国,CN,,,,,20438,23214,632,425
4363,2020-02-03,中国,CN,北京市,110000,,,228,0,23,1
4364,2020-02-03,中国,CN,北京市,110000,外地来京,,20,0,0,0
4365,2020-02-03,中国,CN,北京市,110000,东城区,110101,2,0,0,0
4366,2020-02-03,中国,CN,北京市,110000,西城区,110102,28,0,0,0
4367,2020-02-03,中国,CN,北京市,110000,朝阳区,110105,36,0,0,0
4368,2020-02-03,中国,CN,北京市,110000,丰台区,110106,18,0,0,0
4369,2020-02-03,中国,CN,北京市,110000,石景山区,110107,6,0,0,0
4370,2020-02-03,中国,CN,北京市,110000,海淀区,110108,45,0,0,0
4371,2020-02-03,中国,CN,北京市,110000,门头沟区,110109,3,0,0,0
4372,2020-02-03,中国,CN,北京市,110000,房山区,110111,5,0,0,0
4373,2020-02-03,中国,CN,北京市,110000,通州区,110112,13,0,0,0
4374,2020-02-03,中国,CN,北京市,110000,顺义区,110113,5,0,0,0
4375,2020-02-03,中国,CN,北京市,110000,昌平区,110114,14,0,0,0
4376,2020-02-03,中国,CN,北京市,110000,大兴区,110115,29,0,0,0
4377,2020-02-03,中国,CN,北京市,110000,怀柔区,110116,3,0,0,0
4378,2020-02-03,中国,CN,北京市,110000,延庆区,110119,1,0,0,0
4379,2020-02-03,中国,CN,天津市,120000,,,60,0,1,0
4380,2020-02-03,中国,CN,天津市,120000,外地来津,,6,0,0,0
4381,2020-02-03,中国,CN,天津市,120000,和平区,120101,5,0,0,0
4382,2020-02-03,中国,CN,天津市,120000,河东区,120102,9,0,0,0
4383,2020-02-03,中国,CN,天津市,120000,河西区,120103,3,0,0,0
4384,2020-02-03,中国,CN,天津市,120000,南开区,120104,3,0,0,0
4385,2020-02-03,中国,CN,天津市,120000,河北区,120105,9,0,0,0
4386,2020-02-03,中国,CN,天津市,120000,红桥区,120106,2,0,1,0
4387,2020-02-03,中国,CN,天津市,120000,东丽区,120110,3,0,0,0
4388,2020-02-03,中国,CN,天津市,120000,西青区,120111,3,0,0,0
4389,2020-02-03,中国,CN,天津市,120000,宝坻区,120115,11,0,0,0
4390,2020-02-03,中国,CN,天津市,120000,滨海新区,120116,2,0,0,0
4391,2020-02-03,中国,CN,天津市,120000,宁河区,120117,4,0,0,0
4392,2020-02-03,中国,CN,河北省,130000,,,126,93,3,1
4393,2020-02-03,中国,CN,河北省,130000,石家庄市,130100,21,17,0,0
4394,2020-02-03,中国,CN,河北省,130000,唐山市,130200,11,5,0,0
4395,2020-02-03,中国,CN,河北省,130000,秦皇岛市,130300,2,4,0,0
4396,2020-02-03,中国,CN,河北省,130000,邯郸市,130400,14,0,0,0
4397,2020-02-03,中国,CN,河北省,130000,邢台市,130500,16,2,0,0
4398,2020-02-03,中国,CN,河北省,130000,保定市,130600,13,4,2,0
4399,2020-02-03,中国,CN,河北省,130000,定州市,130682,0,2,0,0
4400,2020-02-03,中国,CN,河北省,130000,张家口市,130700,9,4,0,0
4401,2020-02-03,中国,CN,河北省,130000,承德市,130800,3,3,0,0
4402,2020-02-03,中国,CN,河北省,130000,沧州市,130900,20,0,0,1
4403,2020-02-03,中国,CN,河北省,130000,廊坊市,131000,12,0,1,0
4404,2020-02-03,中国,CN,河北省,130000,衡水市,131100,5,0,0,0
4405,2020-02-03,中国,CN,山西省,140000,,,74,62,2,0
4406,2020-02-03,中国,CN,山西省,140000,太原市,140100,6,0,1,0
4407,2020-02-03,中国,CN,山西省,140000,大同市,140200,9,0,0,0
4408,2020-02-03,中国,CN,山西省,140000,阳泉市,140300,2,0,0,0
4409,2020-02-03,中国,CN,山西省,140000,长治市,140400,3,0,0,0
4410,2020-02-03,中国,CN,山西省,140000,晋城市,140500,7,0,0,0
4411,2020-02-03,中国,CN,山西省,140000,朔州市,140600,3,0,0,0
4412,2020-02-03,中国,CN,山西省,140000,晋中市,140700,19,0,0,0
4413,2020-02-03,中国,CN,山西省,140000,运城市,140800,16,0,1,0
4414,2020-02-03,中国,CN,山西省,140000,忻州市,140900,3,0,0,0
4415,2020-02-03,中国,CN,山西省,140000,临汾市,141000,1,0,0,0
4416,2020-02-03,中国,CN,山西省,140000,吕梁市,141100,5,0,0,0
4417,2020-02-03,中国,CN,内蒙古自治区,150000,,,35,3,1,0
4418,2020-02-03,中国,CN,内蒙古自治区,150000,兴安盟乌兰浩特,,1,0,0,0
4419,2020-02-03,中国,CN,内蒙古自治区,150000,呼和浩特市,150100,4,0,0,0
4420,2020-02-03,中国,CN,内蒙古自治区,150000,包头市,150200,6,1,0,0
4421,2020-02-03,中国,CN,内蒙古自治区,150000,乌海市,150300,1,1,0,0
4422,2020-02-03,中国,CN,内蒙古自治区,150000,赤峰市,150400,2,0,0,0
4423,2020-02-03,中国,CN,内蒙古自治区,150000,通辽市,150500,1,0,0,0
4424,2020-02-03,中国,CN,内蒙古自治区,150000,鄂尔多斯市,150600,9,1,0,0
4425,2020-02-03,中国,CN,内蒙古自治区,150000,呼伦贝尔市,150700,3,0,1,0
4426,2020-02-03,中国,CN,内蒙古自治区,150000,巴彦淖尔市,150800,3,0,0,0
4427,2020-02-03,中国,CN,内蒙古自治区,150000,乌兰察布市,150900,3,0,0,0
4428,2020-02-03,中国,CN,内蒙古自治区,150000,兴安盟,152200,1,0,0,0
4429,2020-02-03,中国,CN,内蒙古自治区,150000,锡林郭勒盟,152500,2,0,0,0
4430,2020-02-03,中国,CN,辽宁省,210000,,,74,0,1,0
4431,2020-02-03,中国,CN,辽宁省,210000,沈阳市,210100,15,0,0,0
4432,2020-02-03,中国,CN,辽宁省,210000,大连市,210200,12,0,1,0
4433,2020-02-03,中国,CN,辽宁省,210000,鞍山市,210300,1,0,0,0
4434,2020-02-03,中国,CN,辽宁省,210000,本溪市,210500,3,0,0,0
4435,2020-02-03,中国,CN,辽宁省,210000,丹东市,210600,6,0,0,0
4436,2020-02-03,中国,CN,辽宁省,210000,锦州市,210700,7,0,0,0
4437,2020-02-03,中国,CN,辽宁省,210000,营口市,210800,1,0,0,0
4438,2020-02-03,中国,CN,辽宁省,210000,阜新市,210900,5,0,0,0
4439,2020-02-03,中国,CN,辽宁省,210000,辽阳市,211000,2,0,0,0
4440,2020-02-03,中国,CN,辽宁省,210000,盘锦市,211100,8,0,0,0
4441,2020-02-03,中国,CN,辽宁省,210000,铁岭市,211200,3,0,0,0
4442,2020-02-03,中国,CN,辽宁省,210000,朝阳市,211300,6,0,0,0
4443,2020-02-03,中国,CN,辽宁省,210000,葫芦岛市,211400,5,0,0,0
4444,2020-02-03,中国,CN,吉林省,220000,,,42,24,1,0
4445,2020-02-03,中国,CN,吉林省,220000,长春市,220100,17,0,1,0
